Unnamed: 0,date,firm,Ticker,Research Development,Income Before Tax,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Interest Expense,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Net Income From Continuing Ops,Net Income Applicable To Common Shares,_dt,return,is_hole,lower_bound,upper_bound
312,9/30/2022,Broadridge Financial Solutions,BR,,147647333.5,149904110.1,155005561.0,414928548.9,125077409.8,181534405.6,-14087448.29,38040380.82,1165840834.0,898627178.8,810911418.7,-1875245.672,132213774.5,69023936.9,2022-09-30,0.4617360332391496,False,,
312,12/31/2022,Broadridge Financial Solutions,BR,,197926498.8,83321079.32,193346102.2,368893064.4,189341534.6,249531799.6,-15234212.68,39986675.41,1436713032.0,920936270.5,750786581.6,-8547859.483,127084710.7,64647518.98,2022-12-31,0.4005630750103027,False,,
312,3/31/2023,Broadridge Financial Solutions,BR,,171766692.6,64722705.6,207696234.6,366753294.2,252449182.6,191895044.1,-14169425.62,22710400.11,1251701393.0,1014674836.0,995755395.0,-10888246.01,188117132.7,161269678.0,2023-03-31,0.3614490881096414,False,,
312,6/30/2023,Broadridge Financial Solutions,BR,,135462633.2,180090114.0,153516230.2,350015828.7,97233051.19,249209654.7,-16898313.7,14844119.73,1093351902.0,1221476678.0,966426718.7,-7054674.591,152063525.8,111247124.1,2023-06-30,0.286551380803359,False,,
312,9/30/2023,Broadridge Financial Solutions,BR,,165564424.4,174833255.2,167515097.1,297227381.4,182239712.7,195373990.7,-13325514.97,44798713.92,1171919769.0,1038801147.0,892847031.5,-6451507.471,173449567.6,128697562.6,2023-09-30,0.2861253881538119,False,,
312,12/31/2023,Broadridge Financial Solutions,BR,,130635472.6,134398108.5,200273440.5,380899657.9,194329354.3,86450341.23,-18616031.89,48131259.54,1287947301.0,1016000921.0,933390627.7,-467835.5786,166262403.7,150023114.4,2023-12-31,0.3749008982443629,False,,
312,3/31/2024,Broadridge Financial Solutions,BR,,102607732.9,88168765.01,111682735.9,373256878.6,213299158.3,217267669.7,-12177187.57,30611561.19,1106119067.0,893105849.5,824627320.6,-11067788.9,178583640.2,68537398.51,2024-03-31,0.41793128866972,False,,
312,6/30/2024,Broadridge Financial Solutions,BR,,135773789.8,45729995.55,181687857.7,338720537.9,141987500.4,113957940.1,-13544996.32,25826396.82,1183591326.0,1318581260.0,867182501.4,-5555730.554,98687390.12,87174038.99,2024-06-30,0.2568825662667161,False,,
312,9/30/2024,Broadridge Financial Solutions,BR,,144145973.1,205497550.3,166450292.9,358480121.7,119037618.4,25270114.7,-15155332.18,61680995.31,1316320445.0,1270189106.0,801257951.3,-16099355.78,75505863.74,129685948.7,2024-09-30,0.2822257882756553,False,,
312,12/31/2024,Broadridge Financial Solutions,BR,,156676751.8,115024925.6,160114477.6,389887089.0,134952951.9,174329301.5,-13152995.5,27983166.7,1048656278.0,953963366.4,1082929926.0,-3441018.027,152116150.9,87101059.36,2024-12-31,0.4087023702716473,False,,
312,3/31/2025,Broadridge Financial Solutions,BR,,76112120.41,154854617.5,197557639.7,346304157.0,141318406.4,88110017.67,-11787008.6,47038776.29,1085307706.0,902702334.0,1002719755.0,-9841967.089,179415057.3,111476043.7,2025-03-31,0.3836305102541144,False,,
312,6/30/2025,Broadridge Financial Solutions,BR,,126660408.2,117023099.2,163861811.5,400015949.0,202456205.2,212300548.9,-13174963.63,26906340.5,1206757058.0,954213089.1,1031318104.0,-3843009.762,112106770.0,82063102.72,2025-06-30,0.4192102933499783,False,,
312,9/30/2025,Broadridge Financial Solutions,BR,,219348340.2,120318238.7,170553605.5,423013502.7,134534345.7,143830050.7,-14019017.56,16362458.49,1265630192.0,902741300.3,772981057.5,-10070269.59,94275738.71,85213749.3,2025-09-30,,True,0.2453131657435023,0.4685877366632319
312,12/31/2025,Broadridge Financial Solutions,BR,,157138427.1,109801369.5,175202652.3,466687060.9,151779921.6,188788584.2,-12089141.44,31729549.49,1258028831.0,1022464650.0,871034911.0,-9640020.358,97617035.07,116008905.2,2025-12-31,0.4564334433469166,False,,
319,6/30/2020,Brown & Brown,BRO,,129401000.0,96784000.0,172878128.9,251642000.0,143165000.0,143165000.0,-13809000.0,32617000.0,598157000.0,454992000.0,346515000.0,-13764000.0,96784000.0,96784000.0,2020-06-30,,True,0.3537024048647443,1.1934662690646949
318,9/30/2020,Brown & Brown,BRO,,158528000.0,133979000.0,175202652.3,308629000.0,183520000.0,183520000.0,-13234000.0,24549000.0,671396000.0,487876000.0,362767000.0,-24992000.0,133979000.0,133979000.0,2020-09-30,0.632597217325714,False,,
317,12/31/2020,Brown & Brown,BRO,,130916000.0,97320000.0,87601327.25,267038000.0,139395000.0,139395000.0,-16639000.0,33596000.0,644508000.0,505113000.0,377470000.0,-8479000.0,97320000.0,97320000.0,2020-12-31,0.5286698223961767,False,,
316,3/31/2021,Brown & Brown,BRO,,239207000.0,199744000.0,2.160858018,385528000.0,254216000.0,254216000.0,-16342000.0,39463000.0,815026000.0,560810000.0,429498000.0,-15009000.0,199744000.0,199744000.0,2021-03-31,0.6874485119737522,False,,
316,6/30/2021,Brown & Brown,BRO,,100693359.0,147022532.4,2.160858018,295188376.7,179647409.9,189829899.4,-18071008.8,37716305.07,615865462.7,667094297.2,359666747.6,-11674922.03,111908134.8,161714713.9,2021-06-30,0.4424987261006373,False,,
316,9/30/2021,Brown & Brown,BRO,,133282250.5,140081712.5,0.626677882,305289592.7,168953496.2,146999776.2,-20923413.79,38441904.35,609707099.5,583599505.8,389643977.5,-10802869.13,132465393.1,63964206.1,2021-09-30,0.5231148924321107,False,,
316,12/31/2021,Brown & Brown,BRO,,158451382.0,108442536.4,1.165011187,313358898.4,178116070.5,156672177.2,-17139199.2,30956794.18,480315593.0,452529137.4,288831644.5,-18679191.7,118092091.5,126848644.1,2021-12-31,0.6924612638213735,False,,
316,3/31/2022,Brown & Brown,BRO,,144012115.6,105189734.6,-0.947408162,274138684.6,143196904.9,161803060.4,-18516177.84,36589225.56,601990110.9,524515922.2,419375091.1,-13407569.3,132407395.0,72311541.4,2022-03-31,0.5226508347929043,False,,
316,6/30/2022,Brown & Brown,BRO,,133717502.3,138781302.3,0.509229538,367640947.7,205102165.3,170682919.2,-15645305.55,28346917.31,610993120.4,466090648.3,337182624.8,-17128399.53,124070664.7,151228471.8,2022-06-30,0.7887756363293676,False,,
316,9/30/2022,Brown & Brown,BRO,,165559746.0,108888268.2,1.014028848,302800159.8,162345187.4,160815851.4,-15527629.63,36339678.09,671736431.5,442245813.1,326989399.4,-13473156.32,124638426.6,109083027.7,2022-09-30,0.6846874539692505,False,,
316,12/31/2022,Brown & Brown,BRO,,119446592.0,141882561.3,1.03860461,202028469.9,196164123.5,158222305.6,-14645877.47,38758887.26,821045680.0,571182064.7,383499977.0,-18493778.13,73158895.82,134064719.5,2022-12-31,,True,0.3537024048647443,1.1934662690646949
316,3/31/2023,Brown & Brown,BRO,,174686837.5,98566187.06,-0.269779965,263773531.3,149036145.3,189680527.1,-14581687.38,31968406.24,920230091.9,389667186.9,400537304.1,-17518455.61,112348008.2,118766485.3,2023-03-31,0.6769200491282117,False,,
316,6/30/2023,Brown & Brown,BRO,,163580123.1,110172448.3,-0.366948098,275783993.9,136882174.3,178834959.6,-14439311.55,35267536.74,651088606.4,482130073.1,435385215.1,-11335731.54,145318233.4,123462899.7,2023-06-30,0.5720115987097921,False,,
316,9/30/2023,Brown & Brown,BRO,,174924267.8,106924139.7,-0.200851786,339432004.9,184007487.4,156226065.7,-17441429.91,32093618.85,590360415.9,624925474.1,412314265.4,-16673330.48,93735769.91,99328069.82,2023-09-30,0.5431559745405488,False,,
316,12/31/2023,Brown & Brown,BRO,,132244556.7,112153749.7,1.114546491,246104109.1,219439310.6,140230347.2,-18261814.86,41490579.55,788350414.7,482914223.7,391289221.7,-13172598.38,118516394.9,88461989.55,2023-12-31,0.5096228212422396,False,,
316,3/31/2024,Brown & Brown,BRO,,89304666.38,97935373.99,1.816154411,367941024.4,156927134.3,139871059.3,-14446577.53,35286469.64,717238691.4,308296123.6,545430097.3,-11005247.55,111500247.1,100582838.7,2024-03-31,1.1934662690646949,False,,
316,6/30/2024,Brown & Brown,BRO,,166766549.8,126038052.9,0.092147488,307622109.3,160580714.7,173188678.1,-13432957.53,34811403.01,686663896.7,600226609.3,281450666.3,-16768753.2,116206484.4,100343988.5,2024-06-30,0.5125099496317849,False,,
316,9/30/2024,Brown & Brown,BRO,,135879390.2,142653777.5,-0.148970974,208857268.1,152970045.5,164766352.7,-14985749.07,35867768.03,704770736.7,486155540.8,303883587.1,-15703618.36,102589714.9,109670799.7,2024-09-30,0.4296099716488102,False,,
316,12/31/2024,Brown & Brown,BRO,,160154402.8,124123638.9,0.824005714,271250698.1,200299412.8,179827968.7,-14821700.91,36102704.05,591259312.6,339446769.5,336436067.5,-12154802.69,117331651.1,112780045.8,2024-12-31,0.799096419446113,False,,
316,3/31/2025,Brown & Brown,BRO,,125791437.0,74635327.77,1.424845621,278857639.3,152818228.8,146886242.9,-12238616.96,37483266.1,562492429.0,583222876.6,362064513.1,-16209408.12,109492372.5,99223554.54,2025-03-31,0.4781322038080013,False,,
316,6/30/2025,Brown & Brown,BRO,,115229471.8,131925166.6,-0.220704859,314481537.0,170379621.5,176782511.5,-19702141.11,28802190.27,714144201.9,401552535.8,390830243.4,-18538754.7,115994334.6,149411414.0,2025-06-30,0.7831641166789514,False,,
316,9/30/2025,Brown & Brown,BRO,,162017262.1,76838984.78,0.848371404,366508681.0,231873238.1,174982508.8,-18160896.88,35265099.97,815469024.7,482561262.2,428029586.5,-16893319.6,123457843.8,63442375.18,2025-09-30,0.7595070506262448,False,,
316,12/31/2025,Brown & Brown,BRO,,123502922.9,115521148.4,-0.363356731,231679307.2,151100236.1,171419502.0,-15270488.6,33409114.45,730192050.7,470937741.0,445577031.9,-17340186.57,156080211.0,138990207.3,2025-12-31,0.4919531543767268,False,,
303,9/30/2020,Boston Scientific,BSX,315000000.0,-227000000.0,-155000000.0,984000000.0,1778000000.0,282000000.0,282000000.0,-86000000.0,-72000000.0,2659000000.0,2377000000.0,881000000.0,-509000000.0,-155000000.0,-169000000.0,2020-09-30,0.7480016827934372,False,,
302,12/31/2020,Boston Scientific,BSX,282000000.0,306000000.0,210000000.0,976000000.0,2086000000.0,634000000.0,634000000.0,-96000000.0,96000000.0,2709000000.0,2075000000.0,623000000.0,-328000000.0,210000000.0,196000000.0,2020-12-31,1.005301204819277,False,,
301,3/31/2021,Boston Scientific,BSX,276000000.0,325000000.0,341000000.0,1019000000.0,1846000000.0,366000000.0,366000000.0,-82000000.0,-16000000.0,2752000000.0,2386000000.0,906000000.0,-41000000.0,341000000.0,327000000.0,2021-03-31,0.7736797988264879,False,,
300,6/30/2021,Boston Scientific,BSX,298000000.0,149000000.0,186000000.0,1121000000.0,2120000000.0,521000000.0,521000000.0,-86000000.0,-37000000.0,3077000000.0,2556000000.0,957000000.0,-372000000.0,186000000.0,172000000.0,2021-06-30,0.8294209702660407,False,,
300,9/30/2021,Boston Scientific,BSX,,188044150.9,171491297.1,1032556854.0,2142548057.0,518025170.0,352222353.4,-80356990.18,-93041467.03,2657882154.0,2900873894.0,703504949.5,-486231805.6,218230256.9,311122605.7,2021-09-30,0.7385871069512958,False,,
300,12/31/2021,Boston Scientific,BSX,,263564140.0,23490197.2,748652034.2,1994825423.0,363208208.6,452806642.3,-83471663.04,-41897573.26,3473777990.0,2592429647.0,1055883468.0,-271579820.0,184249573.9,166183853.5,2021-12-31,0.7694810253803582,False,,
300,3/31/2022,Boston Scientific,BSX,,194514257.1,260405703.5,903798891.2,2474712215.0,392715545.9,458103093.9,-88955142.48,-40672570.98,3620238962.0,2224658813.0,852659743.7,-406574525.7,201760328.9,174717847.3,2022-03-31,1.1124007872752395,False,,
300,6/30/2022,Boston Scientific,BSX,,103451241.7,159117292.1,1093090161.0,2268858422.0,445134144.2,447516814.0,-90656836.43,-42296353.8,2353865876.0,1825425899.0,799354584.5,-272987841.1,159112978.6,152296185.6,2022-06-30,1.2429200348493576,False,,
300,9/30/2022,Boston Scientific,BSX,,186992643.9,312045809.2,862033728.3,2047703029.0,438838305.0,448124974.8,-82847879.75,-24702781.3,3055301939.0,2371048551.0,1127290046.0,-346210956.0,41920573.12,242484914.4,2022-09-30,0.8636276250591209,False,,
300,12/31/2022,Boston Scientific,BSX,,270956766.4,200981924.7,962505899.1,1342398837.0,310944051.6,555675637.0,-93552983.58,3858311.914,2073937647.0,2007536045.0,984454852.9,-358731597.8,247263525.4,182750922.0,2022-12-31,0.6686798179008537,False,,
300,3/31/2023,Boston Scientific,BSX,,204483357.4,135691274.2,822130951.0,2379656610.0,550214322.4,372777204.1,-100242620.4,-37433701.52,2869933671.0,2316549991.0,960448176.7,-354195294.2,187496970.5,405097310.5,2023-03-31,1.0272416391811854,False,,
300,6/30/2023,Boston Scientific,BSX,,169290816.2,348259434.9,1218855004.0,2114657175.0,312354297.5,445614630.1,-92639562.37,-25868365.19,2295135376.0,2651654246.0,1025512618.0,-250330942.3,162983038.0,86930626.69,2023-06-30,0.7974860139439159,False,,
300,9/30/2023,Boston Scientific,BSX,,266477459.0,358899561.1,1011924058.0,2099382411.0,427504625.3,409219919.8,-77508240.39,-29834651.91,2895772896.0,2562794137.0,940075944.4,-302478838.3,119843713.4,100252449.9,2023-09-30,0.8191771553908468,False,,
300,12/31/2023,Boston Scientific,BSX,,222776173.7,196299326.9,923034053.4,2037070987.0,505338349.2,524354838.7,-67781821.84,-67836282.72,2254164859.0,2278031424.0,904260403.7,-370309747.2,147364657.0,156107808.5,2023-12-31,0.8942242699282449,False,,
300,3/31/2024,Boston Scientific,BSX,,281066506.0,76173910.17,1353530831.0,1972190996.0,515049681.7,404008856.2,-78590890.26,-23353219.01,3081427298.0,2310538355.0,1101448307.0,-477101462.9,284985972.4,194877647.0,2024-03-31,0.8535634094678337,False,,
300,6/30/2024,Boston Scientific,BSX,,114637092.6,376857203.1,1279220616.0,1354415517.0,455536825.4,491546872.9,-80302007.97,21147004.2,3266073666.0,2476231553.0,1198688812.0,-270194298.5,165801796.7,133391387.1,2024-06-30,0.5469664237817746,False,,
300,9/30/2024,Boston Scientific,BSX,,365301687.0,125345907.1,939947067.0,1895350249.0,467715587.6,430327883.5,-102988924.6,10034831.02,2564868423.0,3103071376.0,934242260.7,-242052348.2,255802417.3,304491470.2,2024-09-30,0.6107981478154694,False,,
300,12/31/2024,Boston Scientific,BSX,,290711656.4,219547244.2,1165731091.0,2699113177.0,425130172.8,497624674.3,-86067659.5,-10589920.68,2747767091.0,1610700298.0,866669975.2,-264852441.9,127888269.4,268381325.2,2024-12-31,1.6757389194945067,False,,
300,3/31/2025,Boston Scientific,BSX,,247849720.9,180454761.7,1137576116.0,2166836202.0,472134042.6,512670211.1,-83380031.68,-78206947.16,2575631143.0,1736922345.0,981603320.8,-273656804.9,284283066.5,228813093.3,2025-03-31,1.247514725248123,False,,
300,6/30/2025,Boston Scientific,BSX,,334776814.4,53544391.29,985340759.2,1548741275.0,419102195.1,553546708.8,-71897240.35,-5678291.623,2656112895.0,2026563103.0,918566385.3,-255386569.0,235554300.5,38711757.47,2025-06-30,0.7642206022143294,False,,
300,9/30/2025,Boston Scientific,BSX,,239094206.5,22692120.11,1122308516.0,1761632015.0,360220594.0,499190939.4,-78784025.9,-19193567.8,3628168782.0,2608337817.0,807059647.5,-305771380.0,171788285.4,300066237.0,2025-09-30,0.6753849150667741,False,,
300,12/31/2025,Boston Scientific,BSX,,258641189.3,232810309.2,784820205.6,1984092593.0,439668992.8,373763759.4,-88857369.17,-12800301.63,2728718513.0,1877062688.0,856882113.9,-389868906.7,215730594.0,191836884.5,2025-12-31,1.0570198884055595,False,,
295,9/30/2020,BorgWarner,BWA,,272000000.0,111000000.0,202000000.0,517000000.0,319000000.0,319000000.0,-20000000.0,143000000.0,2534000000.0,2215000000.0,2017000000.0,-47000000.0,129000000.0,111000000.0,2020-09-30,0.2334085778781038,False,,
294,12/31/2020,BorgWarner,BWA,,596000000.0,358000000.0,348000000.0,772000000.0,423000000.0,423000000.0,-23000000.0,211000000.0,3926000000.0,3503000000.0,3154000000.0,173000000.0,385000000.0,358000000.0,2020-12-31,0.2203825292606337,False,,
293,3/31/2021,BorgWarner,BWA,,136000000.0,65000000.0,366000000.0,818000000.0,455000000.0,455000000.0,-21000000.0,42000000.0,4009000000.0,3554000000.0,3191000000.0,-319000000.0,94000000.0,65000000.0,2021-03-31,0.2301631963984243,False,,
292,6/30/2021,BorgWarner,BWA,,302000000.0,247000000.0,352000000.0,762000000.0,413000000.0,413000000.0,-42000000.0,28000000.0,3758000000.0,3345000000.0,2996000000.0,-111000000.0,274000000.0,247000000.0,2021-06-30,0.2278026905829596,False,,
292,9/30/2021,BorgWarner,BWA,,252486576.1,153006457.4,353529185.9,877790475.7,435470760.8,507226446.7,-16892777.28,148717813.3,4630740116.0,4226730872.0,2543112879.0,-22207945.51,272472400.9,259693645.9,2021-09-30,0.2076759799198305,False,,
292,12/31/2021,BorgWarner,BWA,,222375848.0,216916651.4,353948160.9,979504279.8,331016815.2,369765543.2,-30160416.37,97932021.45,5146651147.0,3401226145.0,3121601620.0,-30733206.84,194725580.2,200111792.1,2021-12-31,0.2879856375442509,False,,
292,3/31/2022,BorgWarner,BWA,,319886632.7,130229652.2,345062547.6,852359383.2,476221722.5,499416053.8,-20488210.08,105863886.3,4274331538.0,3118526018.0,2781746912.0,-89947233.64,127224747.0,202469382.1,2022-03-31,0.2733212351861802,False,,
292,6/30/2022,BorgWarner,BWA,,374964684.2,138045824.5,372845332.5,694618472.6,354260716.0,546883677.4,-26517003.7,44446698.97,3965740483.0,3561912631.0,3382760825.0,96547172.76,156228853.1,145636693.5,2022-06-30,0.1950127767184978,False,,
292,9/30/2022,BorgWarner,BWA,,421897045.8,233167148.4,392004270.2,699135606.6,488593191.4,468359562.8,-21145767.08,70529166.18,3903488648.0,4270662866.0,2570407374.0,-149158153.6,164927813.8,155304496.4,2022-09-30,0.1637065787060888,False,,
292,12/31/2022,BorgWarner,BWA,,285680491.5,234288835.3,374224241.0,773999762.9,435367490.9,457124233.2,-29579346.27,132750434.0,3365738221.0,3196213073.0,3232025792.0,-85614578.43,229865787.9,187180406.2,2022-12-31,,True,0.1578110899007557,0.3590415624100279
292,3/31/2023,BorgWarner,BWA,,262739720.6,267176312.6,387173440.4,801758598.3,461420994.0,373775840.8,-12198436.22,51646589.06,3907219098.0,3276891463.0,2925363869.0,-118847277.3,156544580.5,247541667.2,2023-03-31,0.2446704772961837,False,,
292,6/30/2023,BorgWarner,BWA,,185986640.5,235730383.9,384048231.1,723178475.3,451394476.7,408099731.6,-26962168.51,51541549.74,4219730946.0,3733993718.0,3186627765.0,-113343722.8,190406545.9,160222617.5,2023-06-30,0.1936742613716416,False,,
292,9/30/2023,BorgWarner,BWA,,140520140.6,182532989.0,377428880.2,774778392.3,528925653.1,355013953.5,-24979554.19,97496408.44,3982482813.0,2447539250.0,3352994452.0,-57217715.34,78036265.25,172268397.1,2023-09-30,0.3165540214727915,False,,
292,12/31/2023,BorgWarner,BWA,,219204444.3,152853043.2,279749708.8,814882507.5,528463379.1,434616978.1,-31732212.63,103227448.7,3729829664.0,2858519962.0,3238108992.0,-1827280.757,162557385.7,84192135.0,2023-12-31,0.2850714769645537,False,,
292,3/31/2024,BorgWarner,BWA,,118322902.1,140604354.4,341836067.9,707633559.9,375158212.8,453607300.4,-19914071.2,99997050.76,4312541910.0,3086920544.0,2570134553.0,-124818965.8,167054075.9,60684923.16,2024-03-31,0.2292360784197754,False,,
292,6/30/2024,BorgWarner,BWA,,241254508.8,242726003.1,392044805.1,827422402.7,426252451.3,508845937.6,-26778112.13,56259534.09,4489931366.0,3438177875.0,2765419006.0,-30585324.0,175957417.7,130692876.4,2024-06-30,,True,0.1578110899007557,0.3590415624100279
292,9/30/2024,BorgWarner,BWA,,214440947.1,197546450.0,360805313.6,941501715.5,399811404.2,398741729.6,-15511659.36,129522486.4,3925504892.0,2622263866.0,2700531982.0,-171464904.8,203623472.4,149679702.1,2024-09-30,0.3590415624100279,False,,
292,12/31/2024,BorgWarner,BWA,,421402284.9,88362028.77,289029664.9,795144541.7,450694040.3,255786558.3,-29821387.89,82598619.29,4623487945.0,4393553991.0,2883813033.0,-93969105.78,152748978.1,215522326.8,2024-12-31,0.1809798043517431,False,,
292,3/31/2025,BorgWarner,BWA,,415165975.2,251445256.1,348477467.8,670526927.3,418513952.2,504575326.4,-23805106.17,24309551.84,3634526667.0,3280692373.0,2234926223.0,-58645749.25,230976943.2,286275614.9,2025-03-31,0.2043857975890749,False,,
292,6/30/2025,BorgWarner,BWA,,175281264.7,221135301.3,400758897.9,826782388.1,354873537.6,351229097.1,-21561940.16,95887218.64,3519598287.0,4087384770.0,2890153333.0,-245114906.8,188447746.4,206701394.3,2025-06-30,0.2022766229811048,False,,
292,9/30/2025,BorgWarner,BWA,,315673167.3,198277421.3,428434423.3,638743344.7,391433486.6,514874888.2,-30866726.12,90483149.79,4550227239.0,4047518746.0,3379478677.0,-18873453.55,140855935.3,258202645.8,2025-09-30,0.1578110899007557,False,,
292,12/31/2025,BorgWarner,BWA,,186375791.6,113222811.1,370363391.9,710278682.3,430959883.0,445009095.9,-13986167.7,108791396.4,3485538681.0,3771444215.0,2691353375.0,1101750.679,205264853.7,202102723.1,2025-12-31,0.1883306876116686,False,,
299,9/30/2020,Boston Properties,BXP,,118060000.0,92479000.0,27862000.0,424219000.0,229901000.0,229901000.0,-110993000.0,99637273.07,685951000.0,456050000.0,261732000.0,-111841000.0,118060000.0,89854000.0,2020-09-30,0.9302028286372108,False,,
298,12/31/2020,Boston Properties,BXP,,24905000.0,10311000.0,31053000.0,393120000.0,194054000.0,194054000.0,-111991000.0,108791396.4,650769000.0,456715000.0,257649000.0,-169149000.0,24905000.0,8088000.0,2020-12-31,0.8607556134569699,False,,
297,3/31/2021,Boston Properties,BXP,,128147000.0,100596000.0,44959000.0,446779000.0,231055000.0,231055000.0,-107902000.0,144101826.5,706550000.0,475495000.0,259771000.0,-102908000.0,128147000.0,91624000.0,2021-03-31,0.9396081977728472,False,,
296,6/30/2021,Boston Properties,BXP,,141250000.0,111703000.0,38405000.0,457565000.0,245822000.0,245822000.0,-106319000.0,179412256.7,709015000.0,463193000.0,251450000.0,-104572000.0,141250000.0,111703000.0,2021-06-30,0.9878495573119628,False,,
296,9/30/2021,Boston Properties,BXP,,82252541.36,51397816.13,26907555.67,549541219.3,190784335.9,255795194.8,-119985780.6,214722686.9,691580025.0,573363369.4,281392613.9,-101957036.7,152851769.3,78153543.26,2021-09-30,0.9584519148390508,False,,
296,12/31/2021,Boston Properties,BXP,,147612941.7,114613516.4,39364797.25,425372557.1,215359280.6,200406717.9,-122699113.8,250033117.1,734563190.6,444200369.9,275451131.8,-100287699.1,98791055.64,69078698.91,2021-12-31,0.957614144256029,False,,
296,3/31/2022,Boston Properties,BXP,,117857676.9,80992116.06,30142625.02,546269499.5,177467318.8,300418776.5,-104704980.3,285343547.3,786937073.7,502519926.2,323199875.7,-125775178.2,119515937.9,73787766.44,2022-03-31,1.0870603751593084,False,,
296,6/30/2022,Boston Properties,BXP,,84192810.08,83276021.17,44483756.77,424167314.0,299051510.2,302588590.9,-60276070.43,320653977.4,942528073.5,482388316.7,267570619.6,-103420969.7,123104927.1,93713712.95,2022-06-30,0.8793067728126427,False,,
296,9/30/2022,Boston Properties,BXP,,140359732.4,87195319.89,27552473.18,459252343.4,206526559.1,210105813.4,-111791097.6,355964407.6,812180646.1,448449984.3,303742988.9,-104862655.4,121072507.7,93883799.35,2022-09-30,1.024088213799052,False,,
296,12/31/2022,Boston Properties,BXP,,93471511.51,103317785.4,39152724.26,500226155.5,183731043.2,177964272.1,-118260516.8,391274837.8,719328634.2,406505373.9,202326504.6,-119308313.3,105861753.7,109335390.8,2022-12-31,1.230552380404829,False,,
296,3/31/2023,Boston Properties,BXP,,146332832.5,75481260.37,38652505.62,478009596.8,189694428.8,227580245.1,-103852215.7,426585268.0,517605738.0,469004684.2,283401213.5,-82568146.53,107760394.6,79897542.15,2023-03-31,1.0192000483222463,False,,
296,6/30/2023,Boston Properties,BXP,,118311773.1,102377962.2,35234399.51,474975328.7,191578388.4,244197906.7,-121632542.7,461895698.2,874631301.3,363484894.1,247864845.7,-128895243.7,126615116.3,111573736.8,2023-06-30,1.3067264593651238,False,,
296,9/30/2023,Boston Properties,BXP,,126995651.0,94196712.69,41649112.67,457089022.0,258811791.8,255205663.8,-156667098.2,497206128.4,583659016.8,402736856.6,315933525.8,-114289959.4,166521944.1,62759705.2,2023-09-30,1.1349570184831204,False,,
296,12/31/2023,Boston Properties,BXP,,98242414.81,111826774.8,32950676.27,455575112.2,226595362.1,225548897.1,-114442181.6,532516558.5,763261646.8,571337988.9,250851197.3,-114595633.3,111117423.1,119952507.2,2023-12-31,0.7973828470204145,False,,
296,3/31/2024,Boston Properties,BXP,,138940621.7,58451556.96,24606604.17,381275593.5,238434519.2,229320880.4,-100996316.2,567826988.7,842193527.7,513224357.6,261720476.6,-89616524.34,85275038.75,89048050.19,2024-03-31,0.7429023736966922,False,,
296,6/30/2024,Boston Properties,BXP,,126258245.2,108611604.4,25794099.98,418487957.9,244322610.5,246974305.9,-89974658.13,603137418.9,689895886.2,506522531.4,250895782.1,-105824215.6,141337496.2,89838598.87,2024-06-30,,True,0.7429023736966922,1.3067264593651238
296,9/30/2024,Boston Properties,BXP,,131408103.6,115816966.3,38438916.02,516075364.0,310976416.0,254779408.1,-117020597.5,638447849.1,745212758.5,502282004.6,316726348.0,-135541271.8,157833286.9,127517990.5,2024-09-30,1.0274613847871863,False,,
296,12/31/2024,Boston Properties,BXP,,136135920.4,108413027.1,33470187.62,435912113.7,254607392.7,252380983.3,-97615518.27,673758279.3,790076170.3,514227330.4,218958613.5,-94697978.19,165742354.0,90209765.17,2024-12-31,0.8477031225876671,False,,
296,3/31/2025,Boston Properties,BXP,,157503891.2,78140742.97,34573956.1,393615439.9,278160023.4,287192063.3,-111076015.1,709068709.5,868637942.2,457682825.9,263745205.9,-96299207.28,103774374.5,92927306.04,2025-03-31,0.8600179373695831,False,,
296,6/30/2025,Boston Properties,BXP,,172262353.2,86509510.93,39176879.73,469716446.9,224816334.1,238140993.4,-80674519.62,744379139.6,770382235.7,570402452.5,247478993.9,-125198949.7,163672126.5,93452514.69,2025-06-30,0.8234825163203519,False,,
296,9/30/2025,Boston Properties,BXP,,143604086.8,81248655.93,36752969.51,363842030.4,232681594.6,208078194.0,-123856060.9,779689569.8,456734342.7,379928735.1,289072755.0,-102563535.5,98459988.63,101628566.1,2025-09-30,0.957658625911078,False,,
296,12/31/2025,Boston Properties,BXP,,102955932.7,111016800.1,34126595.59,414260379.0,227329775.7,318965249.9,-121904839.4,815000000.0,777854753.2,393554154.1,196842433.2,-117962908.9,140526761.5,83941320.01,2025-12-31,1.0526134070350548,False,,
447,9/30/2020,Citigroup,C,,4076000000.0,3230000000.0,8299000000.0,15509000000.0,230005685.2,4076000000.0,-122880450.2,815000000.0,15509000000.0,11433000000.0,242957594.1,-110263222.2,3261000000.0,2928000000.0,2020-09-30,1.3565118516574828,False,,
446,12/31/2020,Citigroup,C,,4998000000.0,3979000000.0,8352000000.0,16540000000.0,227329775.7,4998000000.0,-121904839.4,1003000000.0,16540000000.0,11542000000.0,196842433.2,-117962908.9,3995000000.0,3689000000.0,2020-12-31,1.4330272049904695,False,,
